"method","sim_id","fold","c_index","auprc","mrr","ef_at_1pct","ef_at_5pct","ef_at_10pct","precision_at_1pct","precision_at_5pct","precision_at_10pct","recall_at_1pct","recall_at_5pct","recall_at_10pct","mcc_at_1pct","mcc_at_5pct","mcc_at_10pct","runtime","n","p","n_main","n_int","beta_main","beta_int","censparam","lambda"
"sNPDR-absolute",11,7,NA,0.13319065004182,1,10,8,5,0.1,0.08,0.05,0.1,0.4,0.5,0.0909090909090909,0.161400041568751,0.134005042034562,5.61099999999988,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",11,7,NA,0.0092284011845396,0.0344827586206897,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,26.125,200,1000,10,0,0.4,0,NA,NA
"Cox",11,7,NA,0.894888246957671,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.38600000000042,200,1000,10,0,0.4,0,NA,NA
"SVM",11,7,NA,0.909276833336764,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,32.4220000000005,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",11,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,12.9840000000004,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",11,8,NA,0.822591753701572,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.61300000000028,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",11,8,NA,0.135812560690692,1,30,6,4,0.3,0.06,0.04,0.3,0.3,0.4,0.292929292929293,0.115285743977679,0.100503781525921,4.64399999999932,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",11,8,NA,0.0096881248587651,0.111111111111111,20,20,10,0.2,0.2,0.1,0.2,1,1,0.191919191919192,0.438085827115181,0.301511344577764,36.2490000000007,200,1000,10,0,0.4,0,NA,NA
"Cox",11,8,NA,0.893711017806255,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,3.54500000000007,200,1000,10,0,0.4,0,NA,NA
"SVM",11,8,NA,0.92475233177296,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,20.0100000000002,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",11,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,46.3010000000004,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",11,9,NA,0.82219484471033,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.07700000000023,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",11,9,NA,0.150207077396585,1,20,10,6,0.2,0.1,0.06,0.2,0.5,0.6,0.191919191919192,0.207514339159822,0.167506302543202,6.96700000000055,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",11,9,NA,0.00920968303223052,0.0333333333333333,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,56.8720000000003,200,1000,10,0,0.4,0,NA,NA
"Cox",11,9,NA,0.939516471612008,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,8.60199999999986,200,1000,10,0,0.4,0,NA,NA
"SVM",11,9,NA,0.968154626888146,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,19.3270000000002,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",11,9,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,15.5870000000004,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",11,10,NA,0.819957600419656,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,10.9570000000003,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",11,10,NA,0.144703697395141,1,20,8,7,0.2,0.08,0.07,0.2,0.4,0.7,0.191919191919192,0.161400041568751,0.201007563051842,7.96199999999953,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",11,10,NA,0.0091374064428304,0.0294117647058824,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,57.991,200,1000,10,0,0.4,0,NA,NA
"Cox",11,10,NA,0.929259804248043,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.54600000000028,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",11,10,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,19.4120000000003,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,1,NA,0.942214851356592,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,6.28800000000001,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,1,NA,0.224670607228472,1,40,14,8,0.4,0.14,0.08,0.4,0.7,0.8,0.393939393939394,0.299742934341966,0.234508823560483,5.49499999999989,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,1,NA,0.00938941628375091,0.0476190476190476,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,23.3109999999997,200,1000,10,0,0.4,0,NA,NA
"Cox",12,1,NA,0.931515162225475,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,5.88000000000011,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,1,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,44.7759999999998,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,2,NA,0.893711017806255,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,6.92700000000059,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,2,NA,0.275757940816723,1,30,12,9,0.3,0.12,0.09,0.3,0.6,0.9,0.292929292929293,0.253628636750894,0.268010084069123,9.25799999999981,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,2,NA,0.00994079409460529,0.5,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,81.9089999999997,200,1000,10,0,0.4,0,NA,NA
"Cox",12,2,NA,0.935248409597075,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,4.13699999999972,200,1000,10,0,0.4,0,NA,NA
"SVM",12,2,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,18.6760000000004,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,2,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,43.3190000000004,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,3,NA,0.846720785724591,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,3.88400000000001,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,3,NA,0.349293280421939,1,40,10,7,0.4,0.1,0.07,0.4,0.5,0.7,0.393939393939394,0.207514339159822,0.201007563051842,15.7070000000003,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,3,NA,0.00901958514545651,0.024390243902439,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,26.4970000000003,200,1000,10,0,0.4,0,NA,NA
"Cox",12,3,NA,0.943189209125103,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.47800000000007,200,1000,10,0,0.4,0,NA,NA
"SVM",12,3,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,33.6469999999999,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,3,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,26.857,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,4,NA,0.835457796746732,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,4.73800000000028,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,4,NA,0.201789733302113,1,30,8,6,0.3,0.08,0.06,0.3,0.4,0.6,0.292929292929293,0.161400041568751,0.167506302543202,10.3299999999999,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,4,NA,0.00915510573861676,0.0303030303030303,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,36.6450000000004,200,1000,10,0,0.4,0,NA,NA
"Cox",12,4,NA,0.898787456352299,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,6.62299999999959,200,1000,10,0,0.4,0,NA,NA
"SVM",12,4,NA,0.945146848171436,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,29.4660000000003,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,4,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,29.0420000000004,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,5,NA,0.939386419642968,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,13.4970000000003,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,5,NA,0.205766759980608,0.5,30,16,9,0.3,0.16,0.09,0.3,0.8,0.9,0.292929292929293,0.345857231933037,0.268010084069123,10.3109999999997,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,5,NA,0.00978266622728981,0.166666666666667,50,20,10,0.5,0.2,0.1,0.5,1,1,0.494949494949495,0.438085827115181,0.301511344577764,75.8059999999996,200,1000,10,0,0.4,0,NA,NA
"Cox",12,5,NA,0.91832804802807,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,5.80099999999948,200,1000,10,0,0.4,0,NA,NA
"SVM",12,5,NA,0.990468982019568,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,33.1469999999999,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,5,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,24.3029999999999,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,6,NA,0.951757385075571,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.27900000000045,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,6,NA,0.25394077992375,1,30,12,8,0.3,0.12,0.08,0.3,0.6,0.8,0.292929292929293,0.253628636750894,0.234508823560483,4.55299999999988,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,6,NA,0.00936804780193634,0.0454545454545455,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,15.5129999999999,200,1000,10,0,0.4,0,NA,NA
"Cox",12,6,NA,0.917428625636065,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,3.28299999999945,200,1000,10,0,0.4,0,NA,NA
"SVM",12,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,25.8250000000007,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,45.6419999999998,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,7,NA,0.901042093082517,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,12.5440000000008,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,7,NA,0.189535543426508,1,30,12,7,0.3,0.12,0.07,0.3,0.6,0.7,0.292929292929293,0.253628636750894,0.201007563051842,8.65700000000015,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,7,NA,0.00941119798395303,0.05,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,60.2299999999996,200,1000,10,0,0.4,0,NA,NA
"Cox",12,7,NA,0.947026713162713,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.77500000000055,200,1000,10,0,0.4,0,NA,NA
"SVM",12,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,56.4799999999996,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,26.4659999999994,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,7.67699999999968,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,8,NA,0.0864357141273115,0.5,10,10,6,0.1,0.1,0.06,0.1,0.5,0.6,0.0909090909090909,0.207514339159822,0.167506302543202,7.04800000000068,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,8,NA,0.00965913426372353,0.1,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,20.6129999999994,200,1000,10,0,0.4,0,NA,NA
"Cox",12,8,NA,0.935173474220568,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,6.32499999999982,200,1000,10,0,0.4,0,NA,NA
"SVM",12,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,27.3380000000006,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,27.1910000000007,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,9,NA,0.79135868100274,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,8.35300000000007,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,9,NA,0.253418415224758,1,20,12,8,0.2,0.12,0.08,0.2,0.6,0.8,0.191919191919192,0.253628636750894,0.234508823560483,5.13400000000001,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,9,NA,0.00963114272156024,0.0909090909090909,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,58.1259999999993,200,1000,10,0,0.4,0,NA,NA
"Cox",12,9,NA,0.92339517065493,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,8.15200000000004,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,9,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,23.8059999999996,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",12,10,NA,0.827062234354452,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,12.8919999999998,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",12,10,NA,0.275038389969138,1,40,10,8,0.4,0.1,0.08,0.4,0.5,0.8,0.393939393939394,0.207514339159822,0.234508823560483,11.5209999999997,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",12,10,NA,0.00943341757148482,0.0526315789473684,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,57.8430000000008,200,1000,10,0,0.4,0,NA,NA
"Cox",12,10,NA,0.901531189383995,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.30899999999929,200,1000,10,0,0.4,0,NA,NA
"SVM",12,10,NA,0.972061673036291,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,27.7259999999997,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",12,10,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,88.3509999999997,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,1,NA,0.890810845365846,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,12.5,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,1,NA,0.209701583494287,1,20,14,7,0.2,0.14,0.07,0.2,0.7,0.7,0.191919191919192,0.299742934341966,0.201007563051842,8.10699999999997,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,1,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,89.8650000000002,200,1000,10,0,0.4,0,NA,NA
"Cox",13,1,NA,0.905440979285542,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.61599999999999,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,1,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,48.3960000000002,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,2,NA,0.854220678152154,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,8.52499999999964,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,2,NA,0.125631504532425,0.5,20,14,9,0.2,0.14,0.09,0.2,0.7,0.9,0.191919191919192,0.299742934341966,0.268010084069123,6.60099999999966,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,2,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,37.2359999999999,200,1000,10,0,0.4,0,NA,NA
"Cox",13,2,NA,0.850019515065074,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,17.9489999999996,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,2,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,14.183,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,3,NA,0.916378640926258,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,8.34100000000035,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,3,NA,0.154298829006168,1,20,12,8,0.2,0.12,0.08,0.2,0.6,0.8,0.191919191919192,0.253628636750894,0.234508823560483,8.68900000000031,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,3,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,38.5730000000003,200,1000,10,0,0.4,0,NA,NA
"Cox",13,3,NA,0.979932930453785,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.59099999999944,200,1000,10,0,0.4,0,NA,NA
"SVM",13,3,NA,0.979932930453785,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,30.9970000000003,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,3,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,16.0739999999996,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,4,NA,0.878692916531655,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.51400000000012,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,4,NA,0.261435829725095,1,20,12,8,0.2,0.12,0.08,0.2,0.6,0.8,0.191919191919192,0.253628636750894,0.234508823560483,6.14600000000064,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,4,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,60.317,200,1000,10,0,0.4,0,NA,NA
"Cox",13,4,NA,0.914101371089003,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,5.98099999999977,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,4,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,33.4129999999996,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,5,NA,0.972061673036291,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,19.1939999999995,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,5,NA,0.344050640556858,1,40,10,7,0.4,0.1,0.07,0.4,0.5,0.7,0.393939393939394,0.207514339159822,0.201007563051842,6.29799999999977,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,5,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,77.8990000000003,200,1000,10,0,0.4,0,NA,NA
"Cox",13,5,NA,0.935853048605509,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,20.0650000000005,200,1000,10,0,0.4,0,NA,NA
"SVM",13,5,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,48.1399999999994,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,5,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,75.0539999999992,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,13.4039999999995,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,6,NA,0.0832881728657282,0.25,30,10,7,0.3,0.1,0.07,0.3,0.5,0.7,0.292929292929293,0.207514339159822,0.201007563051842,6.24300000000039,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,6,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,117.872,200,1000,10,0,0.4,0,NA,NA
"Cox",13,6,NA,1,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,5.53700000000026,200,1000,10,0,0.4,0,NA,NA
"SVM",13,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,35.9169999999995,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,13.8299999999999,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,7,NA,0.960283369470653,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,20.0879999999997,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,7,NA,0.191267607869598,1,30,12,6,0.3,0.12,0.06,0.3,0.6,0.6,0.292929292929293,0.253628636750894,0.167506302543202,9.71799999999985,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,7,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,38.085,200,1000,10,0,0.4,0,NA,NA
"Cox",13,7,NA,0.939516471612008,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,7.30299999999988,200,1000,10,0,0.4,0,NA,NA
"SVM",13,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,25.2470000000003,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,40.884,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,8,NA,0.889649441154342,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.8720000000003,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,8,NA,0.0843157887280551,0.25,30,6,6,0.3,0.06,0.06,0.3,0.3,0.6,0.292929292929293,0.115285743977679,0.167506302543202,5.04499999999916,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,8,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,45.2979999999998,200,1000,10,0,0.4,0,NA,NA
"Cox",13,8,NA,0.807896820089304,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,2.34299999999985,200,1000,10,0,0.4,0,NA,NA
"SVM",13,8,NA,0.907223079261698,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,29.933,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,23.8360000000002,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,9,NA,0.817116543015681,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,5.59799999999996,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,9,NA,0.141563654147709,1,20,8,7,0.2,0.08,0.07,0.2,0.4,0.7,0.191919191919192,0.161400041568751,0.201007563051842,9.78400000000056,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,9,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,45.7560000000003,200,1000,10,0,0.4,0,NA,NA
"Cox",13,9,NA,0.860644940272551,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,2.89800000000014,200,1000,10,0,0.4,0,NA,NA
"SVM",13,9,NA,0.868659981175751,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,35.232,200,1000,10,0,0.4,0,NA,NA
"LASSO-Cox",13,9,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,18.2299999999996,200,1000,10,0,0.4,0,NA,NA
"sNPDR-signed",13,10,NA,0.900607496366557,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,4.29499999999916,200,1000,10,0,0.4,0,NA,NA
"sNPDR-absolute",13,10,NA,0.139099854850621,1,10,6,7,0.1,0.06,0.07,0.1,0.3,0.7,0.0909090909090909,0.115285743977679,0.201007563051842,4.05299999999988,200,1000,10,0,0.4,0,NA,NA
"LASSO-sNPDR",13,10,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,46.2910000000002,200,1000,10,0,0.4,0,NA,NA
"Cox",13,10,NA,0.915660344100325,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,2.63700000000063,200,1000,10,0,0.4,0,NA,NA
"SVM",13,10,NA,0.982597724602074,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,16.5080000000007,200,1000,10,0,0.4,0,NA,NA
